,Label,Text
144,1,Sometimes I wonder if these are real people or just anti non jews trying to make jews look dumb. https://t.co/FDUtGTjA6G
145,5,@bowtrip76 @StormIsUponUs You kikes all talk the same way.
146,1,"@cmon_now @Kissmygrits2017 @beyerstein No, Trump's not. He armed Ukrainian Nazis who scream ""we must get the kikes and Russians out of Ukraine!(Oleg Tyanhybok), bombs Russias only client state, and continues economically sabotage a pipeline to Russian gas so as to force Europe to buy our crap, mafia-style."
147,1,@Vandalay_Inc @bungarsargon It’s a bad move for the far left to expel Jews from their movements. Nearly every single one in the past decade has failed in no small part due to their refusal to meaningfully include us
148,5,@EricJRacy @rosen_steve @JvpAction @jvplive @ACLUaz ZioNazi in the house!
149,5,"@syhawkes @crustycobs @jeremycorbyn Mossad agents got angry zionazis in #London Golders Green to join labour as fake members, then they orchestrated mass fictitious  AS allegations to artificially make large numbers of false complaints &amp; clog up the system - it was all planned. These fake member haven't renewed!"
150,3,"@inmaCH1 @Gill81277867 @ciririta @brunobbto09 Unos echen kikes y otras maltratan a la madre, dos echos"
151,4,🍁 I guarantee that #Syria The Australian dream of kikes getting a taste of their own medicine is Mint Slices ? Sad ? 🙎 3⃣ 🐗 👞 🎡 🐌 🐴 💱 🗽 👤 ⏩
152,1,"@LuanaGoriss @lokshensoupjek @McKayMSmith Oh yeah
Forgot that one ""Zionazi""
The Jew haters adore that one 🙄"
153,5,"@swilkinsonbc Those Zionazis will pay a hearty price for their atrocities. They are nothing but a bunch of killers , criminals and terrorists"
154,1,RT @cjwerleman: What happened to the Jews in Germany in the 1930s is happening to Muslims in India today.
155,1,"These personal belongings of anonymous people, mostly Jews, were confiscated upon arrival at #Auschwitz. They were stored in the Kanada section, along with the other goods that the deportees brought with them. 

Collection of @AuschwitzMuseum at @auschwitzxhibit https://t.co/zQYh4qBRZG"
156,3,"RT @HuevosKikes: ¡Que lo único que se esparza sea la yema de tus Kikes! Este sábado, a las 8:00 p.m., el programa de cocina más importante…"
157,4,"⤴ Without a doubt, #MAGA The problem with kikes by and large provides conclusive evidence of the bourgeoisie :) Fad ! 🚉 🐉 💗 🎫 🔟 🏡 🌸 🆖 🏢 🔟 🐝"
158,3,@JavierMendezM Mejor dos huevos y de paso fomentamos la industria avícola. Consumo solo Kikes
159,5,The kikes want to buy every aspect of government.
160,5,"that is just fkn stupid zionazi shit, theres a coin with his flag on it and a swastika  on the other side"
161,1,@KikesX Kikes vogue 🙌🙌 ... Nigeria's no1 online clothing store
162,1,RT @AuschwitzMuseum: 26 February 1944 | A transport of 650 Jews arrived at #Auschwitz from Fossoli di Carpi. 526 people were murdered in ga…
163,5,@DavidGr07837209 @PalestineChron Zionazis #BDS #IsraeliCrimes
164,1,"RT @mishtal: In 1920 when Arab rioters killed Jews in Jerusalem there was no Israel. Nor in 1921 Jaffa, 1929 Hebron or 1938 Tiberias.

1000…"
165,1,"RT @thesadredearth: ""City's overrun with kikes and low Irish.... In ten years a Christian wont be able to make a living... I tell you the C…"
166,1,"RT @JohnTrumpFanKJV: President Donald J Trump stands up for the Unborn. 
President Donald J Trump 
stands up for Christians and Jews. 
Pres…"
167,1,"RT @RavKahaneDaily: Jews, Uneasy, Long for the JDL https://t.co/57S5reKXsv via @NYJewishWeek #JewishDefenseLeague #JDL"
168,4,"🚑 Without a doubt, #TIL The best thing about kikes (I heard this from a friend) provides conclusive evidence of cucks rawr FAKE :) 🌼 👞 🐓 🌼 🚍 🇷🇺"
169,5,@ashaxchandra @squirrel_doom Israal? 🐂💩ZioNazi
170,1,"RT @anarkysheep: Those who say @UKLabour is not a safe place for Jews are right, but not in the way they think. Labour is not a safe place…"
171,5,"@TaranTactical (((Every. Single. Time.)))
What is it with kikes defiling white girls?"
172,5,"@CaliCali2000 .@SecPompeo , a prophet wannabe , will do whatever the Zionazis demand"
173,1,"RT @GnasherJew: Just another @UKLabour supporter/member pretending to be Jewish whilst calling us ""ZioNazis"" (white supremacist talk for Je…"
174,5,"Every country must reject NetanYahoo concocted fake deal of the century world nations must stand up to this ZioNazis crime of the century, no more Balfour !"
175,5,@davecurtis314 @BoardofDeputies They have behaved like zionazis
176,3,RT @kesari0: @juhhsee why did you just bring in Jews into the equation randomly? you realize that it's antisemitic to compare every little…
177,4,🈳   #randum The saddest thing about kikes unfortunately is evidence of the inability of politicians to recognise the needs of a modern Australia :) Fad
178,5,"@SmythEkin Oh, dear, little ZioNazi sympathiser is losing his marbles and becoming a potty-mouth when he loses his arguments - totally to be expected, of course.."
179,2,@rahulroushan I think @mirchagalib kikes it. I heard its good.
180,3,@Lopezgrafico @JuanAbelG ¿Dónde está Kikes?
181,5,@RT_com Kikes are always cowards
182,1,"RT @ilan_neil: Thinking about how, throughout history, Jews faced enormous  pressure to become Christians/Muslims, and now face the same pr…"
183,1,"'zionists', 'zios', 'zionazis', '(((them))), and now 'gnasher scum' and its variations. All used as substitute words for Jews and our allies https://t.co/28af7bGWin"
184,5,@Peaceful_Hermit @TrevHall04 @NelkFilmz @Pornhub @FBI It's not a scandal because these kikes cover it up
185,5,"@HawgaLicious23 None of my 90s wrestlers are allowed to be kikes, that would wreck my childhood heroes 🤣🤣"
186,1,Israeli Rabbi Calls on American Jews to Return to Israel before Draft Reinstated https://t.co/Pa24c9i79v
187,5,Exactly!Again the strangulation of ZioNazis Not a real peace deal”A FARCE-USA hasn’t been an honest broker in decades-How could they when there r 350 Zio 501c grps( milking US tax $)&amp; lobbyist grps who bully US govt-Lying Trump must abide by his boss weasel Adelson &amp; foreign Zios
188,4,🐌 Guess what? #Syria The basis of  kikes controversially is evident due to the sale of nacotics rawr xd #FAKENEWS ! 🚤 🈁 🐕 🐝 💭 🐃 🗾 🏪 👖 ⤴ 🎲 🏃
189,5,Zionazi standards of humanity ...
190,5,🙈 FYI #Syria The media's slanted view of kikes overall will be due to the sale of weapons to small african children ? Bad :) 🔣 🌌 🏮 8⃣ ⏪ 🐇 🌒 🐃 👊
191,1,"RT @profsjb: Spanish Blue Division soldiers witnessed deportations of Jews in Russia, writes Boris Kovalev. In memoirs, however, Russian ci…"
192,5,Zionazis
193,5,"@swilkinsonbc ZioNazis pogroms &amp; world powers were silent when hitler was killing Jews  with the collaboration of Zionist Jews &amp; now world powers silent again when zionists are killing Palestinians, UNCONSCIONABLE"
194,3,RT @larepublica_co: Huevos Kikes anunció que entregará un millón de huevos a familias necesitadas en el Norte del Cauca y Santander  https:…
195,1,"RT @AmiHorowitz: This antisemite attacked a Jewish women was arrested and released, she attacked Jews again was rearrested and released a s…"
196,4,🐙 FYI #lol The American dream of  kikes overall is a result of (((THEM))) :) Bad ? 🆒 🚣 🔵 👀 🌓 🔡 🌷 🌀 🚑 💘 🐒 🈴
197,1,RT @PlanetofFinks: Imagine if there were even half of the attention paid to the huge rise in hate crimes against Jews and the massive anti-…
198,3,RT @vanguardiacom: Huevos Kikes donará un millón de huevos en Cauca y Santander https://t.co/ku32X06m10 https://t.co/mwBQqK40oL
199,1,"""City's overrun with kikes and low Irish.... In ten years a Christian wont be able to make a living... I tell you the Catholics and the Jews are going to run us out of our own country,""

Manhattan Transfer, John Dos Passos
1925
https://t.co/f2BmZ83LBb"
200,5,"RT @boedz_jayz: #Apartheid zionazist...
Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..
Israel is c…"
201,5,Wahahahha THAT is how Zionazis see themselves? 😂
202,4,🌙 I bet #MAGA The limit of kikes today was how many times the tax payer can be betrayed rawr Sad ! 🐩 💖 🚻 🐬 🏬 🎲 ✋ 〰 🙇 🚃 🚊 📍
203,1,RT @Cernovich: Anti-Semite CNN contributor refers to Jewish Stephen Miller as “it.” This is the same way Hitler spoke about Jews. Ana Navar…
204,1,"RT @AGHamilton29: So much wrong w this. 

1) How are American Jews responsible for Iran tripling their nuclear stockpile?

2) How is it the…"
205,4,"🐋 Without a doubt, #lol The media's biased view of kikes in the last decade will be the alt-right :) #prank ? 🙅 ✨ ▶ 👰 🐂 ⚠ 👍 ↔ ↕ 🌀 🌝 ✨"
206,5,🎩 Share This: #TIL The only thing preventing kikes undoubtedly was (((THEM))) :) #alternativefacts :( 🈲 😹 ☔ 🐤 5⃣ © 🙉 🎭 ➡ ℹ 5⃣ 💗
207,4,🚨 Guess what? #lol The Australian dream of kikes in general is due to dog on grog ! Bad . 🈯 👎 👕 🔷 📍 🏤 🌛 🌅 🏈 💏 👌 🆓
208,5,@Shiraanani @kimblecheat @KarimNK96 Racist Zionazi Scum
