,Label,Text
193,1, zionazis pogroms amp world powers were silent when hitler was killing jews  with the collaboration of zionist jews amp now world powers silent again when zionists are killing palestinians unconscionable
194,0, co huevos kikes anunci que entregar un milln de huevos a familias necesitadas en el norte del cauca y santander  
195,0,  this antisemite attacked a jewish women was arrested and released she attacked jews again was rearrested and released a s
196,1, fyi lol the american dream of  kikes overall is a result of them  bad             
197,0,  imagine if there were even half of the attention paid to the huge rise in hate crimes against jews and the massive anti
198,0,  huevos kikes donar un milln de huevos en cauca y santander  
199,0,citys overrun with kikes and low irish in ten years a christian wont be able to make a living i tell you the catholics and the jews are going to run us out of our own countrymanhattan transfer john dos passos1925
200,1, jayz apartheid zionazistethnic cleansing land seizure home demolition military occupation bombing of gazaisrael is c
201,1,wahahahha that is how zionazis see themselves 
202,1, i bet maga the limit of kikes today was how many times the tax payer can be betrayed rawr sad             
203,0,  antisemite cnn contributor refers to jewish stephen miller as it this is the same way hitler spoke about jews ana navar
204,0,  so much wrong w this 1 how are american jews responsible for iran tripling their nuclear stockpile2 how is it the
205,1, without a doubt lol the medias biased view of kikes in the last decade will be the altright  prank             
206,1, share this til the only thing preventing kikes undoubtedly was them  alternativefacts      5      5 
207,1, guess what lol the australian dream of kikes in general is due to dog on grog  bad             
208,1,   racist zionazi scum
209,0,  there seems to be some misunderstanding out there re the bodyes its an org that represents some uk jews but also
210,1,   til the issue of kikes in general is the fault of their inability to form coherent sentences  angry             
211,1,europeans dont even know they contributed exponentially more than all peoples combined including jews  every major epoch in history greek miracle roman law catholic invention of universities renaissance discovery of world modern science industrial revjews europeans 
212,1,  not when its run by blairites and zionazis
213,1,  arrtez de financer les armes des nazis stop  tous les produits zionazis 
214,0,la gente de huevos kikes va a donar un milln de huevos a la gente ms necesitada del pasfelicitaciones a ellos creo que es momento para destacar todas las buenas acciones que hace el empresariado en colombia sobre todo en estos momentos difciles
215,0,     youre supporting rebels supplied by the kikes you opposed how retarded of you
216,1,they have started targeting religions using media  specialy muslims and then christians and non zionist jews  by claiming that religious people are responsible for the spreading of virus  and they also have agenda for those governments which are not  in their controll 
217,1,h15 left as nomads came back as godless thieves and murderersleft as jews came back as parasitic profiteering zionists
218,0,looks like an incurable case of tds to me poor morgan freeman must hate how well the the blacks jews hispanics asians native americans amp the working men and women of america are doing under donald trump he  misses the days when only the elites were doing well under obama
219,0,the man broke into a synagogue in the central ukrainian city of vinnytsia and was shouting beat up the kikes jews antisemitism
220,1, i guarantee that lol the medias onesided view of kikes being conquered will be due to the patriachy rawr xd angery          
221,0, how many more jews would she have to marry and have halfjewish children with to convince you otherwise
222,0,9 kikes girls dont have balls god damit only males
223,0,adolf is remembered for his rabid antisemitic sentiment and brutal murder of 6 million jewsthe truth is up until ww2 europe had been brutally antisemitic and nobody really cared what he did with the jews as far back as 1219 through the edict of expulsion edward 1 expelled
224,0, rathee if arnab goswami was there in 1940he would blame jews for provoking hitler to make concentration camps 
225,0,  god sent a plague because  king david who conducted a census by seperating the israeli people and jews so god punished them w
226,1,  would you rather live with kikes or niggers
227,1, rt this randum the problem with kikes mindblowingly is the fault of malcolm turnbull  alternativefacts             
228,0,  huevos kikes donar un milln de huevos en cauca y santander  
229,1, did you know syria the best thing about kikes since yesterday is a result of the influence of backbenchers  wont hear this on mainstream media
230,0, gross  zionazi israelicrimes 
231,1, fuck the kikes and fuck passover
232,1,zionazie
233,1,       bush snr was a zionazi his father was ss shirff
234,1,trump is far more concerned with how he can continue getting campaign  from his zionazi sugar daddy adelson  amp aipac than he is about covid19 how else do you explain his new sanctions on iran etc and his lackadaisical anti covid moves capetown southafrica
235,1, and kikes deaths will rise and rise just a simple logic really what kikes seedthey also saw 
236,0,hija t sabas qu las tortugas tambin ponen huevos mmm no y son huevos kikeshijaalienada 
237,0,  whats sad about this is that the natural state for two old jews arguing about their hearts is you win by proving how much c
238,0, wales this a man that hates jews and supports irandisgraceful amp hes actually a british mp whos voting for these traitors
239,1,use your socks as face masks   zionazi israeli jailers to their palestinian prisoners
240,0,  as i have stating repeatedly modis hindu supremacist agenda is akin to the nazi pogrom of jews in the 1930s while  the
241,0,  just another  supportermember pretending to be jewish whilst calling us zionazis white supremacist talk for je
242,1,  kikes
243,1, unpopularopinion randum the medias onesided view of kikes citation needed might have been due to cucks rawr xd prank      2   
244,0,  gtfight zionazi 
245,1, everything was great apart from the continuous fake anti semitism claims against corbyn by the zionazis the real racists won the election 
246,1,    typical cheeseburgerlander besides being a slave to kikes
247,0,  30 march 1942  1st mass transport of jews from occupied france arrived at auschwitz from the compigne camp with 1
248,0,  to the muslims who truly hate jewsask your local imam why dont jews eat porkif they give you the standard answer
249,0,  is it ok for blacks mexicans muslims amp jews to do this or is it only cool for insecure white power pussies who are s
250,0, why do any jews support these antisemitic democrats they are literally wishing the end of jews jewish  nazideblasio fraudsterdeblabla i am appalled
251,1,   lol the influence of kikes sadly was them  prank             
252,0, socialist jewshaters like him
253,1,so headchoppers and zionazi terrorists are conducting coordinated strikes against syrian civilians   what a surprise 
254,0,  1939 900 jews tried to escape nazi germany on the st louis entry to the us was denied nearly 13 were murdered in
255,1,  right on to becoming a neoliberal zionazi thug
256,1, what else to expect from zionazis
257,0,  yuvaratnaadialogueteaser real time views update900k views83k kikes50k cmts 
258,1, imo til the crisis currently plaguing kikes being conquered is the unfortunate result of the socialist revolution  fakenews       
259,1,  nationalzionists zionazis  fakejews who  discriminate defame maim or kill the nonjewish people  apartheid  racismboycott with 
260,0, 201112 villas boas wanted a youthful revolution at chelsea and unfortunately the kikes of drogbaanelkamalouda were casualtieshe preferred a combination of torres and sturiddge in most of the games 13 of drogbas appearances that season were from the bench 
261,0,nazi or better to say it  zionazi  
262,1,arrtez de financer les armes des nazis stop  tous les produits zionazis 
263,1,apartheid zionazistethnic cleansing land seizure home demolition military occupation bombing of gazaisrael is copying south africa very wellsobatpalestinaina israelicrimes
264,1,zionazis israelcrimes
265,0, whoever think this about jews is not a jew ethiopia jews have lots in common with other jewish people
266,0,  leftists are the same the whole world over jews  targeted muslims  encouraged corbyn clinton de blasio khan a
267,0,israels chief ashkenazi rabbi asked jews to stop kissing mezuzahs because of the coronoavirus
268,0,crusaders invaded the middle east burned jews alive killed raped pillaged this really is no different than brandishing a swastika
269,1,     na welche us nato eu saudidespoten amp zionazi kleptokraten haben denn der trkei n
270,1,   nationalzionists zionazis  fakejews who  discriminate defame maim or kill the nonjewish people  apartheid  racismwhere is the nonjewish stateboycott zionazis with 
271,1, explain this syria the medias biased view of kikes unfortunately will be due to aliens rawr xd wont hear this on mainstream media    
272,1, according to a new study maga the american dream of  kikes in the near future is a result of tim tams  fakenews           
273,0,jordan rejoice muslims buddhists jews sikhs on and on  no
274,1, zionazis pogroms as long as world leaders keep silent zionazis pogroms will continue
275,1,happy birthday  please stop talking about your cum and kill more jews 
276,1, unpopularopinion maga the problem with kikes today is evident due to the lack of jobs and growth rawr xd alternativefacts   9     
277,0,list of zionazis amp keir starmer as starofdavidmer labourantisemitism 
278,0,rebel news incites violence towards muslims almost as much as henry ford did against jews also pro brexit trump hydrocarbons denies climate change misogynists anticycling antigay also promotes ford pick up trucks and autoshowsmonomania
279,1,   zionazis literally get away with murder and palestinians suffering a holocaust inflicted on them by vicious zionists
280,0, fantastic news arab rule over majority jews
281,0,apartheid zionazistethnic cleansing land seizure home demolition military occupation bombing of gazaisrael is copying south africa very wellsobatpalestinaina belabaitulmaqdisalquds
282,1,    dogs are unholy animals for kikes
283,1,   syria the saddest thing about kikes feasibly is the brainchild of tim tams rawr wont hear this on mainstream media          
284,1,   syria the best thing about kikes citation needed is a result of vaccinations  sad   9          
285,1,while putin looks on and does nothing as usual  abandoning his allies to the zionazislook closely we see you idf tweets cryptic warning to syrian army over hezbollah ties  capetown southafrica
286,0,the left 2003 no war for oil fracking makes us energy independent the left 2020 no war for jews
287,1,says all the evil is coming from out of new york  and cia hq in virginia zionazis  i think he is right and its been networking and spreading globally for around 120 years 
288,0,among the graffiti spray painted on the etz chayim synagogue were f kikes gas em all white power jew scum and holohoax 
289,1,  zionazifascistsbarbaricsettlerskidnappedpalestinianschildren zionazifascistsbarbaricsettlersexecutedpalestinianschi
290,0,oh no they just brought up israel and the jewsthis is gonna get messy
291,1,kikes
292,0,  this is so important defaming gaslighting and abusing jews must have legal consequences and truth must eventually win out
293,1,  over 1000 shapeshifting jews exposed for pretending to be white on twitter 
294,1,its time to wipe both kikes and assheadists from the face of the planet
295,0, andrace why are jews allowed to be antiwhite but whites arent allowed to be antisemitic
296,0,  wasnt peter siding with the jews about bringing circumcision into salvation
297,0,  antonina abiska and her husband jan warsaw zoo director risked their lives to smuggle 100s of jews out of the war
298,0,ashkenazi jews do like circular food
299,0, sjpeace parallels to those brave people who helped jews escape nazi germany this man is a hero
300,0,   kikes vogue   nigerias no1 online clothing store
301,1,khaled21 mme hitler semble plus humains que les zionazis israliens 
302,1,  raval margaret hodge is a zionazi
303,0,     my greataunt golda amp her daughter polish jews bundists who died at the hands of f
304,0, os kikes enfiaram no rabo
305,1,i have worked for cat and banked with hsbc it all felt a bit zionazi israeli this was decades ago
306,0,meta4globalhr post in glocalthinking hr software compulsory requirements for implementing change by kikesala23   take a look softwarehr hr hrtrends 
307,0,   halo the unroll you asked for thread by  1 of 15 we are all jews the story of roddie
308,0,  zionazie
309,1, the racist comments leave little doubt as to whom your hatefilled zionazi screeds attract sad news for you all the days of white supremacism in the us and israelpalestine are waning when zionists tweet fake news they double down instead of retracting
310,0,   assuming you mean the ultra orthodox communityalso assuming youre aware ultra orthodox jews arent on twitt
311,1, guess what syria the problem with kikes getting a taste of their own medicine will be due to the inability of politicians to recognise the needs of a modern australia
312,0,  for months the jewish communities of nyc begged the city administration for increased nypd presence as jews were getting
313,1, i bet lol the problem with kikes being rife with corruption could have been due to the sale of weapons to small african children  fakenews  
314,0, people at a kkk rally hate black people catholics and jews at a trump rally they hate everybody
315,1, did you know lol the only thing preventing kikes i heard this from a friend could have been due to the patriachy rawr xd fad       
316,0,  birthday message to hitler  youre dead and the jews run the world  ha ha 
317,1, fyi til the limit of kikes arguably should have been them  sad      2       
318,0, so many judeo languages on that map undeniable that jews were really important in the arab world
319,1, without a doubt maga the problem with kikes controversially is the brainchild of very unlikely  rad           9  
320,0,note near non jews diedthey were needed to spread own rumour
321,1, breaking news maga the one thing stopping kikes mindblowingly was vaccinations  fakenews             
322,0,like the amount of times ive seen jewish ppl on my tl called kikes and jesuskillers in the last 24 hours is startling
323,0,swalwell is a liar trump hs been very supportive of jews particularly israel and has condemned antisemitism and specific attacks and the machete attack and deli shooting were done by blacks not white supremacists
324,1,  fuck kikesretweet if you agree
325,0,msnbcs ayman mohyeldin joins the exploit the coronavirus to demonize the jews party  via 
326,1,   wenn das 1ner von den linken sagt amp ausgerechnet die zionazi bld das besttigt muss es ja stimmen was die eurasien spaltenden nato krieg nazis sagen coronavirus reloadedwir liegen auch vor madagaskar amp haben die nato pest an bordfreeassangenow  
327,0,  ya ha rematado mas veces que sergikikes y charlesque lo fichen ya
328,1, i bet til the medias onesided view of kikes conceivably provides conclusive evidence of malcolm turnbull  prank          
329,0,  jews deported by the german nazis for extermination to auschwitz were in most cases promised new life amp illusion of r
330,0,  this is a special time for people of different faiths christians celebrate easter jews are marking passover muslims
331,1, without a doubt randum the desperate state of kikes citation needed could have been due to the altright xd mad            
332,0,palestine  and of course no children were hit because the dirty kikes dont shoot at random like we do and because of that no one cares that we complain sarcasm
333,1,  aktion undercoverzionazis gibts auch jede menge
334,1, shocking syria the medias slanted view of kikes arguably is evidence of how many times the tax payer can be betrayed rawr xd altfacts   
335,0,    why did the nazis make jews wear the yellows stars as the contemplated their genocide the genocide was unspokeable but the average german could other them  racists are different from their targets and average people can easily other them
336,1, explain this syria the medias slanted view of kikes perhaps is the sale of drugs xd angry             
337,0,meet a jew feeling like targets these jews are taking their case to the streets of nyc 
338,0,  today marks holocaust remembrance day and 75 years since the liberation of auschwitz as we remember the six million jews
339,1,  three six nine niggas doing time pornographers are criminals who happen to be kikes 
340,1, jayz apartheid zionazistethnic cleansing land seizure home demolition military occupation bombing of gazaisrael is c
341,0, pasar a comprar pan a kikes y gritar feliz cumpleaos cuando pase por tu casa y te dejo una concha
342,0, u dont hear jews callin each other kikes or hispanics callin each other spic dis whole convo a grey area cause its based off bias amp personal comfortability u cant call a gay dude a faggot but if his partner says it in a joking manner its cool feel me
